"","Trials.thisN","condition","blurr_confirm.rt","Press","Whenpress","Curiosity.response","Confidence.response","Surprise.response","ParticipantID","normal_confidence","normal_curiosity","normal_surprise"
"2881",26,6,0.338155337027,1,3,3,9,1,34,0.946160843938222,0.734936778829599,-0.790634834367912
"2923",27,1,0,0,0,3,1,5,34,-1.21878345998822,0.734936778829599,2.51899935600939
"3162",29,1,0,0,0,4,0,2,34,-1.48940149797902,1.69820343069364,0.0367737132264146
"3322",30,1,0.0963062706869,1,15,3,7,1,34,0.404924767956612,0.734936778829599,-0.790634834367912
"3483",31,1,0.85586690763,1,15,2,10,1,34,1.21677888192903,-0.228329873034438,-0.790634834367912
"3641",32,1,0.776387985679,1,15,2,10,1,34,1.21677888192903,-0.228329873034438,-0.790634834367912
"380",33,1,0,0,0,1,7,1,34,0.404924767956612,-1.19159652489848,-0.790634834367912
"3963",34,1,0,0,0,4,1,3,34,-1.21878345998822,1.69820343069364,0.864182260820741
"4281",36,1,0.0259545788867,1,2,1,7,1,34,0.404924767956612,-1.19159652489848,-0.790634834367912
"4312",37,1,0.347153202049,1,2,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"4341",38,1,0,0,0,1,9,1,34,0.946160843938222,-1.19159652489848,-0.790634834367912
"450",39,8,0.780827697134,1,6,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"4571",40,1,0.913703986211,1,11,2,7,1,34,0.404924767956612,-0.228329873034438,-0.790634834367912
"469",41,1,0.72893901926,1,14,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"5003",44,1,0.260762297781,1,13,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"5141",45,1,0,0,0,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"5302",46,1,0,0,0,4,0,4,34,-1.48940149797902,1.69820343069364,1.69159080841507
"546",47,1,0,0,0,4,1,1,34,-1.21878345998822,1.69820343069364,-0.790634834367912
"5622",48,1,0.38826806203,1,15,1,8,1,34,0.675542805947417,-1.19159652489848,-0.790634834367912
"5784",49,1,0.644059193903,1,14,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"6023",51,1,0.51324523543,1,11,2,10,1,34,1.21677888192903,-0.228329873034438,-0.790634834367912
"6143",52,1,0.349118252867,1,15,3,7,1,34,0.404924767956612,0.734936778829599,-0.790634834367912
"6381",54,4,0.248966871994,1,4,1,8,1,34,0.675542805947417,-1.19159652489848,-0.790634834367912
"6433",55,1,0.0753330978332,1,2,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"660",57,1,0,0,0,3,2,3,34,-0.948165421997413,0.734936778829599,0.864182260820741
"6981",60,1,0.828576694825,1,10,3,7,1,34,0.404924767956612,0.734936778829599,-0.790634834367912
"709",61,1,0,0,0,2,2,3,34,-0.948165421997413,-0.228329873034438,0.864182260820741
"7251",62,1,0.597066930146,1,12,2,8,1,34,0.675542805947417,-0.228329873034438,-0.790634834367912
"7381",63,1,0,0,0,4,1,3,34,-1.21878345998822,1.69820343069364,0.864182260820741
"7544",64,1,0.532264621346,1,4,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"7592",65,1,0.44652122492,1,14,1,7,3,34,0.404924767956612,-1.19159652489848,0.864182260820741
"7742",66,5,0.364857092616,1,3,3,7,1,34,0.404924767956612,0.734936778829599,-0.790634834367912
"7781",67,1,0.328909323318,1,8,3,8,1,34,0.675542805947417,0.734936778829599,-0.790634834367912
"7871",68,1,0,0,0,4,0,4,34,-1.48940149797902,1.69820343069364,1.69159080841507
"8032",69,9,0.212593461154,1,7,2,9,4,34,0.946160843938222,-0.228329873034438,1.69159080841507
"8112",70,1,0.854957939242,1,8,2,10,1,34,1.21677888192903,-0.228329873034438,-0.790634834367912
"8205",71,1,0,0,0,4,2,3,34,-0.948165421997413,1.69820343069364,0.864182260820741
"8362",72,1,0,0,0,4,2,3,34,-0.948165421997413,1.69820343069364,0.864182260820741
"8523",73,1,0.0203266892349,1,2,2,8,1,34,0.675542805947417,-0.228329873034438,-0.790634834367912
"8662",75,1,0.697157553979,1,14,1,8,1,34,0.675542805947417,-1.19159652489848,-0.790634834367912
"881",76,1,0.480291634449,1,5,2,8,3,34,0.675542805947417,-0.228329873034438,0.864182260820741
"8871",77,1,0.363337821793,1,10,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"8981",78,1,0.930359644932,1,11,1,9,1,34,0.946160843938222,-1.19159652489848,-0.790634834367912
"9103",79,1,0.374985450646,1,8,1,9,1,34,0.946160843938222,-1.19159652489848,-0.790634834367912
"9321",81,1,0.245078753913,1,7,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"9402",82,1,0.411426445353,1,15,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"9562",83,1,0,0,0,5,0,4,34,-1.48940149797902,2.66147008255767,1.69159080841507
"9813",85,1,0.762927540229,1,11,3,7,1,34,0.404924767956612,0.734936778829599,-0.790634834367912
"9931",86,1,0.715848236694,1,11,2,7,1,34,0.404924767956612,-0.228329873034438,-0.790634834367912
"10051",87,1,0,0,0,4,1,4,34,-1.21878345998822,1.69820343069364,1.69159080841507
"10211",88,1,0.244455822161,1,12,3,6,1,34,0.134306729965807,0.734936778829599,-0.790634834367912
"10341",89,1,0.575972584193,1,14,3,6,1,34,0.134306729965807,0.734936778829599,-0.790634834367912
"10491",90,4,0.944941708934,1,4,2,8,1,34,0.675542805947417,-0.228329873034438,-0.790634834367912
"10542",91,1,0.495071671205,1,5,2,7,1,34,0.404924767956612,-0.228329873034438,-0.790634834367912
"10603",92,1,0,0,0,3,6,1,34,0.134306729965807,0.734936778829599,-0.790634834367912
"10763",93,1,0.0633035178762,1,6,2,7,3,34,0.404924767956612,-0.228329873034438,0.864182260820741
"10901",95,1,0.73042586341,1,10,2,8,1,34,0.675542805947417,-0.228329873034438,-0.790634834367912
"11013",96,6,0.856565615162,1,1,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"1103",97,1,0.561882721609,1,15,4,9,1,34,0.946160843938222,1.69820343069364,-0.790634834367912
"1119",98,1,0.061444280087,1,6,2,7,2,34,0.404924767956612,-0.228329873034438,0.0367737132264146
"1153",102,1,0,0,0,4,1,5,34,-1.21878345998822,1.69820343069364,2.51899935600939
"11691",103,1,0.845699979109,1,2,1,10,1,34,1.21677888192903,-1.19159652489848,-0.790634834367912
"11722",104,1,0.830735622556,1,13,3,9,1,34,0.946160843938222,0.734936778829599,-0.790634834367912
"11862",105,9,0.805963078048,1,1,2,9,1,34,0.946160843938222,-0.228329873034438,-0.790634834367912
"11885",106,1,0.279977608589,1,5,1,8,1,34,0.675542805947417,-1.19159652489848,-0.790634834367912
"11942",107,1,0,0,0,5,1,4,34,-1.21878345998822,2.66147008255767,1.69159080841507
"1210",108,1,0.0806599322241,1,2,2,9,1,34,0.946160843938222,-0.228329873034438,-0.790634834367912
"12131",109,1,0.0280005256645,1,8,2,3,1,34,-0.677547384006608,-0.228329873034438,-0.790634834367912
"12221",110,1,0.697823152179,1,11,1,6,1,34,0.134306729965807,-1.19159652489848,-0.790634834367912
"12523",114,1,0.846077834023,1,8,3,6,1,34,0.134306729965807,0.734936778829599,-0.790634834367912
"1261",115,1,0.344333454501,1,8,2,6,2,34,0.134306729965807,-0.228329873034438,0.0367737132264146
"12702",116,1,0.714810586069,1,4,3,6,3,34,0.134306729965807,0.734936778829599,0.864182260820741
"12753",117,6,0.71391015104,1,4,1,4,2,34,-0.406929346015803,-1.19159652489848,0.0367737132264146
"13012",120,1,0,0,0,3,6,3,34,0.134306729965807,0.734936778829599,0.864182260820741
"13263",122,1,0,0,0,3,0,3,34,-1.48940149797902,0.734936778829599,0.864182260820741
"13421",123,1,0.0610428730724,1,4,3,8,1,34,0.675542805947417,0.734936778829599,-0.790634834367912
"13582",125,1,0.697631664807,1,5,1,1,2,34,-1.21878345998822,-1.19159652489848,0.0367737132264146
"13642",126,10,0.835761060473,1,8,2,2,2,34,-0.948165421997413,-0.228329873034438,0.0367737132264146
"13733",127,9,0.379238453112,1,2,1,9,1,34,0.946160843938222,-1.19159652489848,-0.790634834367912
"1376",128,1,0.146605363348,1,9,1,2,3,34,-0.948165421997413,-1.19159652489848,0.864182260820741
"13863",129,1,0.111819831072,1,6,1,6,2,34,0.134306729965807,-1.19159652489848,0.0367737132264146
"13932",130,1,0.326202215627,1,13,3,2,1,34,-0.948165421997413,0.734936778829599,-0.790634834367912
"14072",131,1,0.788497778703,1,5,2,7,3,34,0.404924767956612,-0.228329873034438,0.864182260820741
"14131",132,1,0.847023666371,1,4,1,6,3,34,0.134306729965807,-1.19159652489848,0.864182260820741
"1424",134,1,0.509849660099,1,9,1,1,1,34,-1.21878345998822,-1.19159652489848,-0.790634834367912
"7510",2,1,0.649715414038,1,14,2,9,1,36,0.709148361432014,-0.138954515395158,-0.642263636382071
"909",3,1,0.326102205203,1,9,2,7,5,36,0.0154162687267829,-0.138954515395158,2.00523532275013
"1008",4,1,0,0,0,2,8,1,36,0.362282315079399,-0.138954515395158,-0.642263636382071
"1164",5,1,0,0,0,3,6,4,36,-0.331449777625833,0.555818061580631,1.34336058296708
"1322",6,1,0,0,0,6,0,5,36,-2.41264605574153,2.640135792508,2.00523532275013
"1482",7,1,0.102268666145,1,14,1,10,1,36,1.05601440778463,-0.833727092370947,-0.642263636382071
"1682",9,1,0.0174816832878,1,15,2,8,1,36,0.362282315079399,-0.138954515395158,-0.642263636382071
"2032",12,1,0.802140495856,1,13,2,9,1,36,0.709148361432014,-0.138954515395158,-0.642263636382071
"2172",13,1,0.534900390659,1,15,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"2443",15,5,0.532886187895,1,4,3,6,4,36,-0.331449777625833,0.555818061580631,1.34336058296708
"2601",17,1,0,0,0,6,0,4,36,-2.41264605574153,2.640135792508,1.34336058296708
"2761",18,1,0,0,0,3,4,4,36,-1.02518187033106,0.555818061580631,1.34336058296708
"2924",19,1,0.352481401642,1,13,3,6,5,36,-0.331449777625833,0.555818061580631,2.00523532275013
"3061",20,1,0.0142171796178,1,13,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"3203",21,1,0.353067810764,1,14,2,7,2,36,0.0154162687267829,-0.138954515395158,0.0196111034009793
"3351",22,1,0.911835532286,1,11,2,7,2,36,0.0154162687267829,-0.138954515395158,0.0196111034009793
"3473",23,1,0.0778166328091,1,14,2,8,2,36,0.362282315079399,-0.138954515395158,0.0196111034009793
"3624",24,1,0.484904060024,1,9,2,7,3,36,0.0154162687267829,-0.138954515395158,0.68148584318403
"3971",28,1,0,0,0,4,2,4,36,-1.7189139630363,1.25059063855642,1.34336058296708
"4211",30,1,0.947278812295,1,7,1,9,1,36,0.709148361432014,-0.833727092370947,-0.642263636382071
"4293",31,1,0.452101327945,1,13,2,8,1,36,0.362282315079399,-0.138954515395158,-0.642263636382071
"4433",32,1,0.500319316518,1,6,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"4501",33,1,0,0,0,5,1,6,36,-2.06578000938891,1.94536321553221,2.66711006253318
"4662",34,7,0.500180394156,1,3,2,8,1,36,0.362282315079399,-0.138954515395158,-0.642263636382071
"4781",36,1,0.74897284538,1,11,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"4903",37,1,0,0,0,3,6,1,36,-0.331449777625833,0.555818061580631,-0.642263636382071
"5062",38,1,0.917853564955,1,14,2,6,2,36,-0.331449777625833,-0.138954515395158,0.0196111034009793
"5211",39,9,0.186429304071,1,7,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"5291",40,1,0,0,0,5,2,3,36,-1.7189139630363,1.94536321553221,0.68148584318403
"5451",41,1,0,0,0,3,4,3,36,-1.02518187033106,0.555818061580631,0.68148584318403
"561",42,1,0.368378278217,1,14,2,6,2,36,-0.331449777625833,-0.138954515395158,0.0196111034009793
"5923",45,1,0.197863941547,1,15,2,6,2,36,-0.331449777625833,-0.138954515395158,0.0196111034009793
"6083",46,8,0.417737682583,1,2,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"6111",47,1,0.808744596317,1,8,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"6382",50,10,0.647413809318,1,8,1,8,1,36,0.362282315079399,-0.833727092370947,-0.642263636382071
"6593",53,1,0.453233869048,1,8,2,7,4,36,0.0154162687267829,-0.138954515395158,1.34336058296708
"6682",54,9,0.951841061935,1,9,3,6,2,36,-0.331449777625833,0.555818061580631,0.0196111034009793
"688",56,10,0.577591865323,1,6,2,8,1,36,0.362282315079399,-0.138954515395158,-0.642263636382071
"6951",57,1,0.284370898618,1,12,2,8,1,36,0.362282315079399,-0.138954515395158,-0.642263636382071
"7081",58,1,0.688588061137,1,10,1,9,1,36,0.709148361432014,-0.833727092370947,-0.642263636382071
"7193",59,10,0.820993652917,1,10,2,8,3,36,0.362282315079399,-0.138954515395158,0.68148584318403
"7362",61,1,0.0334761808626,1,9,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"7462",62,1,0,0,0,5,0,5,36,-2.41264605574153,1.94536321553221,2.00523532275013
"7625",63,1,0.67837983137,1,6,2,6,2,36,-0.331449777625833,-0.138954515395158,0.0196111034009793
"7692",64,1,0,0,0,3,2,4,36,-1.7189139630363,0.555818061580631,1.34336058296708
"7852",65,1,0,0,0,6,3,4,36,-1.37204791668368,2.640135792508,1.34336058296708
"8012",66,1,0,0,0,5,2,3,36,-1.7189139630363,1.94536321553221,0.68148584318403
"8173",67,1,0.0854027466848,1,10,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"8282",68,1,0,0,0,6,0,5,36,-2.41264605574153,2.640135792508,2.00523532275013
"8441",69,1,0.703357516788,1,7,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"8524",70,1,0.168234235956,1,10,1,8,1,36,0.362282315079399,-0.833727092370947,-0.642263636382071
"8631",71,1,0.0461450766306,1,14,1,9,4,36,0.709148361432014,-0.833727092370947,1.34336058296708
"878",72,1,0.413225950091,1,14,2,7,4,36,0.0154162687267829,-0.138954515395158,1.34336058296708
"893",73,1,0.951527377474,1,12,1,10,1,36,1.05601440778463,-0.833727092370947,-0.642263636382071
"9062",74,1,0.0871899634367,1,5,1,8,1,36,0.362282315079399,-0.833727092370947,-0.642263636382071
"9122",75,1,0,0,0,2,6,1,36,-0.331449777625833,-0.138954515395158,-0.642263636382071
"9372",77,1,0.384361512028,1,7,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"9571",79,1,0.168998138048,1,3,2,6,1,36,-0.331449777625833,-0.138954515395158,-0.642263636382071
"9611",80,1,0.319973580888,1,6,2,6,1,36,-0.331449777625833,-0.138954515395158,-0.642263636382071
"9684",81,1,0,0,0,2,7,2,36,0.0154162687267829,-0.138954515395158,0.0196111034009793
"9901",83,1,0,0,0,6,0,6,36,-2.41264605574153,2.640135792508,2.66711006253318
"10061",84,1,0.935079931514,1,9,2,8,1,36,0.362282315079399,-0.138954515395158,-0.642263636382071
"10162",85,1,0.0480640477035,1,7,2,7,2,36,0.0154162687267829,-0.138954515395158,0.0196111034009793
"10312",87,1,0,0,0,5,2,6,36,-1.7189139630363,1.94536321553221,2.66711006253318
"10472",88,1,0.550757331424,1,8,2,8,1,36,0.362282315079399,-0.138954515395158,-0.642263636382071
"10561",89,1,0,0,0,6,0,3,36,-2.41264605574153,2.640135792508,0.68148584318403
"11002",93,1,0,0,0,3,4,2,36,-1.02518187033106,0.555818061580631,0.0196111034009793
"11161",94,1,0.885714041884,1,13,2,7,2,36,0.0154162687267829,-0.138954515395158,0.0196111034009793
"1130",95,7,0.00985187874176,1,3,2,6,1,36,-0.331449777625833,-0.138954515395158,-0.642263636382071
"11341",96,1,0,0,0,5,3,2,36,-1.37204791668368,1.94536321553221,0.0196111034009793
"11502",97,1,0.901471654885,1,9,2,6,3,36,-0.331449777625833,-0.138954515395158,0.68148584318403
"11602",98,1,0,0,0,3,3,4,36,-1.37204791668368,0.555818061580631,1.34336058296708
"11762",99,1,0.701706491644,1,15,2,6,1,36,-0.331449777625833,-0.138954515395158,-0.642263636382071
"11921",100,1,0.0144376803655,1,12,1,10,1,36,1.05601440778463,-0.833727092370947,-0.642263636382071
"12053",101,1,0,0,0,5,2,3,36,-1.7189139630363,1.94536321553221,0.68148584318403
"12211",102,1,0.100366761792,1,11,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"12331",103,1,0.734956369153,1,9,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"12432",104,1,0,0,0,6,1,6,36,-2.06578000938891,2.640135792508,2.66711006253318
"12591",105,1,0.384119848721,1,2,3,6,2,36,-0.331449777625833,0.555818061580631,0.0196111034009793
"12743",107,1,0.701127933105,1,15,2,6,3,36,-0.331449777625833,-0.138954515395158,0.68148584318403
"1290",108,1,0.903918326017,1,11,1,6,1,36,-0.331449777625833,-0.833727092370947,-0.642263636382071
"13021",109,1,0,0,0,6,0,6,36,-2.41264605574153,2.640135792508,2.66711006253318
"1318",110,1,0.918375120964,1,15,3,6,2,36,-0.331449777625833,0.555818061580631,0.0196111034009793
"13343",111,1,0,0,0,3,6,2,36,-0.331449777625833,0.555818061580631,0.0196111034009793
"1356",113,1,0.101128274458,1,13,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"1378",115,1,0.952707022429,1,12,2,6,2,36,-0.331449777625833,-0.138954515395158,0.0196111034009793
"13912",116,1,0.283076566062,1,6,2,6,1,36,-0.331449777625833,-0.138954515395158,-0.642263636382071
"14111",119,1,0.0840374168474,1,15,2,7,2,36,0.0154162687267829,-0.138954515395158,0.0196111034009793
"1427",120,1,0.488998001558,1,11,1,9,1,36,0.709148361432014,-0.833727092370947,-0.642263636382071
"1449",122,1,0.751013330766,1,9,2,7,4,36,0.0154162687267829,-0.138954515395158,1.34336058296708
"1459",123,1,0.400019114604,1,8,1,9,1,36,0.709148361432014,-0.833727092370947,-0.642263636382071
"1468",124,6,0.318926714128,1,6,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"14751",125,1,0.235807140358,1,5,3,6,1,36,-0.331449777625833,0.555818061580631,-0.642263636382071
"14811",126,1,0,0,0,6,0,6,36,-2.41264605574153,2.640135792508,2.66711006253318
"14971",127,1,0.626658065012,1,6,2,7,1,36,0.0154162687267829,-0.138954515395158,-0.642263636382071
"15041",128,1,0.412301280536,1,11,1,8,1,36,0.362282315079399,-0.833727092370947,-0.642263636382071
"1521",130,1,0,0,0,5,2,6,36,-1.7189139630363,1.94536321553221,2.66711006253318
"1537",131,1,0.500255828607,1,10,2,8,1,36,0.362282315079399,-0.138954515395158,-0.642263636382071
"1548",132,1,0.674366444233,1,15,1,7,1,36,0.0154162687267829,-0.833727092370947,-0.642263636382071
"1564",133,1,0.56319992349,1,9,2,7,5,36,0.0154162687267829,-0.138954515395158,2.00523532275013
"9512",4,1,0.217810045113,1,12,3,8,4,37,0.671782776009837,-0.122797657162183,1.20916539938395
"108",5,1,0,0,0,5,8,4,37,0.671782776009837,1.53497071452728,1.20916539938395
"1367",7,1,0.0996349449269,1,14,3,8,2,37,0.671782776009837,-0.122797657162183,-0.248310751659203
"1602",9,1,0.0171577587025,1,15,4,9,1,37,1.46731501075833,0.706086528682551,-0.977048827180779
"1763",10,1,0,0,0,5,4,5,37,-2.51034616298413,1.53497071452728,1.93790347490552
"2045",12,1,0.2861096462,1,15,3,8,1,37,0.671782776009837,-0.122797657162183,-0.977048827180779
"2203",13,1,0.418733349419,1,11,4,7,2,37,-0.123749458738655,0.706086528682551,-0.248310751659203
"232",14,1,0.782560983323,1,12,3,8,1,37,0.671782776009837,-0.122797657162183,-0.977048827180779
"2451",15,1,0,0,0,5,4,5,37,-2.51034616298413,1.53497071452728,1.93790347490552
"2615",16,1,0.517682216014,1,13,3,6,1,37,-0.919281693487146,-0.122797657162183,-0.977048827180779
"2751",17,1,0.4498178137,1,3,3,8,1,37,0.671782776009837,-0.122797657162183,-0.977048827180779
"2796",18,1,0.251811878057,1,10,1,8,1,37,0.671782776009837,-1.78056602885165,-0.977048827180779
"2902",19,1,0.20222924219,1,9,2,7,1,37,-0.123749458738655,-0.951681843006916,-0.977048827180779
"3001",20,1,0.647808389622,1,12,3,8,1,37,0.671782776009837,-0.122797657162183,-0.977048827180779
"3332",23,1,0.334382589324,1,2,1,7,1,37,-0.123749458738655,-1.78056602885165,-0.977048827180779
"3363",24,1,0.567008169717,1,12,3,7,1,37,-0.123749458738655,-0.122797657162183,-0.977048827180779
"3493",25,1,0.217864317005,1,15,4,8,1,37,0.671782776009837,0.706086528682551,-0.977048827180779
"3652",26,1,0,0,0,4,4,4,37,-2.51034616298413,0.706086528682551,1.20916539938395
"3813",27,1,0,0,0,4,3,4,37,-3.30587839773262,0.706086528682551,1.20916539938395
"3972",28,1,0,0,0,4,4,4,37,-2.51034616298413,0.706086528682551,1.20916539938395
"4131",29,1,0,0,0,4,4,4,37,-2.51034616298413,0.706086528682551,1.20916539938395
"4294",30,1,0.00375192647334,1,11,1,7,1,37,-0.123749458738655,-1.78056602885165,-0.977048827180779
"441",31,1,0.535720612621,1,15,2,7,1,37,-0.123749458738655,-0.951681843006916,-0.977048827180779
"4572",32,1,0.768453712808,1,2,1,7,1,37,-0.123749458738655,-1.78056602885165,-0.977048827180779
"4602",33,1,0,0,0,4,5,2,37,-1.71481392823564,0.706086528682551,-0.248310751659203
"4761",34,1,0.143103292328,1,13,3,6,3,37,-0.919281693487146,-0.122797657162183,0.480427323862372
"5021",37,1,0.678525580326,1,2,1,8,1,37,0.671782776009837,-1.78056602885165,-0.977048827180779
"5051",38,1,0.767001343076,1,4,1,8,1,37,0.671782776009837,-1.78056602885165,-0.977048827180779
"5181",40,1,0,0,0,4,6,1,37,-0.919281693487146,0.706086528682551,-0.977048827180779
"5401",42,1,0.537389387027,1,7,3,7,1,37,-0.123749458738655,-0.122797657162183,-0.977048827180779
"5481",43,1,0.514983300236,1,5,1,7,1,37,-0.123749458738655,-1.78056602885165,-0.977048827180779
"5542",44,1,0.197831173544,1,13,4,8,1,37,0.671782776009837,0.706086528682551,-0.977048827180779
"568",45,1,0.610866318806,1,5,1,7,1,37,-0.123749458738655,-1.78056602885165,-0.977048827180779
"574",46,1,0.733185195131,1,14,4,7,4,37,-0.123749458738655,0.706086528682551,1.20916539938395
"5891",47,10,0.733912574593,1,2,1,7,1,37,-0.123749458738655,-1.78056602885165,-0.977048827180779
"6052",49,1,0.883610068704,1,13,4,7,1,37,-0.123749458738655,0.706086528682551,-0.977048827180779
"619",50,1,0,0,0,5,4,4,37,-2.51034616298413,1.53497071452728,1.20916539938395
"6421",52,8,0.84990212298,1,2,2,7,1,37,-0.123749458738655,-0.951681843006916,-0.977048827180779
"6552",54,1,0.102218490327,1,10,3,7,1,37,-0.123749458738655,-0.122797657162183,-0.977048827180779
"696",58,1,0.602610510541,1,7,2,8,5,37,0.671782776009837,-0.951681843006916,1.93790347490552
"7041",59,1,0.303329868824,1,5,4,8,4,37,0.671782776009837,0.706086528682551,1.20916539938395
"7101",60,1,0.227713806438,1,1,1,6,3,37,-0.919281693487146,-1.78056602885165,0.480427323862372
"7121",61,1,0.867508392432,1,11,3,7,1,37,-0.123749458738655,-0.122797657162183,-0.977048827180779
"7241",62,1,0.386269901879,1,7,3,7,4,37,-0.123749458738655,-0.122797657162183,1.20916539938395
"7413",64,1,0.495188407018,1,4,3,7,4,37,-0.123749458738655,-0.122797657162183,1.20916539938395
"7463",65,1,0,0,0,5,9,2,37,1.46731501075833,1.53497071452728,-0.248310751659203
"7626",66,1,0.0856942445971,1,9,2,9,1,37,1.46731501075833,-0.951681843006916,-0.977048827180779
"7722",67,1,0.383343317313,1,10,3,8,1,37,0.671782776009837,-0.122797657162183,-0.977048827180779
"7834",68,10,0.395819360041,1,3,3,9,1,37,1.46731501075833,-0.122797657162183,-0.977048827180779
"7872",69,1,0.844500536681,1,10,3,8,4,37,0.671782776009837,-0.122797657162183,1.20916539938395
"8033",71,1,0.410691556637,1,15,4,8,2,37,0.671782776009837,0.706086528682551,-0.248310751659203
"8391",75,1,0.293332582456,1,10,3,8,4,37,0.671782776009837,-0.122797657162183,1.20916539938395
"8502",76,1,0.795225782902,1,12,4,9,1,37,1.46731501075833,0.706086528682551,-0.977048827180779
"8632",77,1,0.76159258897,1,12,3,8,2,37,0.671782776009837,-0.122797657162183,-0.248310751659203
"8761",78,1,0.429774430464,1,12,3,9,1,37,1.46731501075833,-0.122797657162183,-0.977048827180779
"9012",80,1,0.861257571145,1,11,2,7,4,37,-0.123749458738655,-0.951681843006916,1.20916539938395
"9133",81,2,0.842697959975,1,1,2,6,2,37,-0.919281693487146,-0.951681843006916,-0.248310751659203
"921",83,1,0.0293559568236,1,15,5,9,1,37,1.46731501075833,1.53497071452728,-0.977048827180779
"9423",85,1,0.365012740251,1,13,4,7,4,37,-0.123749458738655,0.706086528682551,1.20916539938395
"9661",87,1,0.293830586481,1,11,3,8,1,37,0.671782776009837,-0.122797657162183,-0.977048827180779
"9874",89,1,0.223202756606,1,14,2,8,1,37,0.671782776009837,-0.951681843006916,-0.977048827180779
"10093",91,1,0.146626867238,1,9,3,7,1,37,-0.123749458738655,-0.122797657162183,-0.977048827180779
"1019",92,1,0.794757133466,1,14,4,6,3,37,-0.919281693487146,0.706086528682551,0.480427323862372
"10342",93,1,0.713097438449,1,3,1,7,1,37,-0.123749458738655,-1.78056602885165,-0.977048827180779
"10383",94,1,0.711121123517,1,10,3,6,3,37,-0.919281693487146,-0.122797657162183,0.480427323862372
"10492",95,1,0.608260928188,1,1,2,6,4,37,-0.919281693487146,-0.951681843006916,1.20916539938395
"1051",96,4,0.115054980153,1,3,2,8,1,37,0.671782776009837,-0.951681843006916,-0.977048827180779
"10552",97,1,0.839234118233,1,12,4,8,1,37,0.671782776009837,0.706086528682551,-0.977048827180779
"10793",99,1,0.463628466357,1,9,2,7,2,37,-0.123749458738655,-0.951681843006916,-0.248310751659203
"11014",102,1,0.916815231554,1,13,3,8,1,37,0.671782776009837,-0.122797657162183,-0.977048827180779
"11251",104,1,0.0790556696011,1,11,3,7,2,37,-0.123749458738655,-0.122797657162183,-0.248310751659203
"1137",105,1,0.588400498964,1,1,1,6,4,37,-0.919281693487146,-1.78056602885165,1.20916539938395
"11391",106,1,0.514821167337,1,12,4,6,4,37,-0.919281693487146,0.706086528682551,1.20916539938395
"11522",107,10,0.0785248975735,1,10,2,7,4,37,-0.123749458738655,-0.951681843006916,1.20916539938395
"11633",108,1,0.507811564021,1,2,1,6,1,37,-0.919281693487146,-1.78056602885165,-0.977048827180779
"11661",109,1,0.498341294937,1,13,2,7,1,37,-0.123749458738655,-0.951681843006916,-0.977048827180779
"11912",111,1,0.49544372363,1,8,2,7,2,37,-0.123749458738655,-0.951681843006916,-0.248310751659203
"12132",113,1,0.128377527348,1,15,4,7,5,37,-0.123749458738655,0.706086528682551,1.93790347490552
"12292",114,1,0.4396771678,1,6,1,7,1,37,-0.123749458738655,-1.78056602885165,-0.977048827180779
"12365",115,1,0.399475030717,1,6,2,8,2,37,0.671782776009837,-0.951681843006916,-0.248310751659203
"12433",116,1,0.813708252972,1,12,4,9,3,37,1.46731501075833,0.706086528682551,0.480427323862372
"1256",117,8,0.40768168692,1,8,2,9,2,37,1.46731501075833,-0.951681843006916,-0.248310751659203
"12651",118,1,0,0,0,5,6,4,37,-0.919281693487146,1.53497071452728,1.20916539938395
"12811",119,1,0.107422444969,1,7,2,6,4,37,-0.919281693487146,-0.951681843006916,1.20916539938395
