"","Trials.thisN","condition","blurr_confirm.rt","Press","Whenpress","Curiosity.response","Confidence.response","Surprise.response","ParticipantID","normal_confidence","normal_curiosity","normal_surprise"
"444",41,1,0.444901375216,1,15,5,6,3,19,-0.0890218566354527,0.716257903925323,-0.22570601791967
"460",42,1,0.486181482556,1,14,4,8,3,19,0.578642068130442,0.0155708239983765,-0.22570601791967
"490",45,1,0.686195682036,1,9,3,9,2,19,0.91247403051339,-0.68511625592857,-0.77971169826795
"5272",49,1,0,0,0,6,6,5,19,-0.0890218566354527,1.41694498385227,0.882305342776891
"5432",50,1,0.169380603824,1,12,4,8,1,19,0.578642068130442,0.0155708239983765,-1.33371737861623
"5561",51,1,0.172465228476,1,8,3,8,5,19,0.578642068130442,-0.68511625592857,0.882305342776891
"565",52,1,0.216054793447,1,14,3,9,3,19,0.91247403051339,-0.68511625592857,-0.22570601791967
"580",53,1,0,0,0,6,0,3,19,-2.09201363093314,1.41694498385227,-0.22570601791967
"596",54,1,0.251108648954,1,3,3,9,1,19,0.91247403051339,-0.68511625592857,-1.33371737861623
"6061",56,1,0.547692385502,1,8,6,8,3,19,0.578642068130442,1.41694498385227,-0.22570601791967
"615",57,1,0.748977366951,1,11,4,7,2,19,0.244810105747495,0.0155708239983765,-0.77971169826795
"627",58,1,0.64461759117,1,11,4,8,3,19,0.578642068130442,0.0155708239983765,-0.22570601791967
"639",59,1,0.853088993696,1,2,5,4,6,19,-0.756685781401348,0.716257903925323,1.43631102312517
"642",60,7,0.617387425038,1,7,6,4,5,19,-0.756685781401348,1.41694498385227,0.882305342776891
"6502",61,1,0.0836234661983,1,5,4,7,6,19,0.244810105747495,0.0155708239983765,1.43631102312517
"656",62,1,0.401563372579,1,14,2,10,1,19,1.24630599289634,-1.38580333585552,-1.33371737861623
"6711",63,1,0.257808329305,1,9,2,9,1,19,0.91247403051339,-1.38580333585552,-1.33371737861623
"689",65,1,0.934413583484,1,9,4,8,2,19,0.578642068130442,0.0155708239983765,-0.77971169826795
"7031",67,1,0.932698727353,1,2,4,8,4,19,0.578642068130442,0.0155708239983765,0.32829966242861
"711",69,1,0.413251290563,1,5,5,7,5,19,0.244810105747495,0.716257903925323,0.882305342776891
"7171",70,1,0.0583986302372,1,3,6,8,5,19,0.578642068130442,1.41694498385227,0.882305342776891
"721",71,1,0,0,0,6,0,6,19,-2.09201363093314,1.41694498385227,1.43631102312517
"737",72,3,0.812105845893,1,1,1,10,1,19,1.24630599289634,-2.08649041578246,-1.33371737861623
"739",73,1,0.653222591267,1,13,1,10,2,19,1.24630599289634,-2.08649041578246,-0.77971169826795
"7532",74,1,0.168924583239,1,12,3,9,2,19,0.91247403051339,-0.68511625592857,-0.77971169826795
"7661",75,1,0.321851921617,1,2,5,8,3,19,0.578642068130442,0.716257903925323,-0.22570601791967
"769",76,1,0.586368123302,1,9,3,8,3,19,0.578642068130442,-0.68511625592857,-0.22570601791967
"779",77,1,0.734791234019,1,14,2,10,1,19,1.24630599289634,-1.38580333585552,-1.33371737861623
"794",78,1,0.0310875682626,1,5,5,6,2,19,-0.0890218566354527,0.716257903925323,-0.77971169826795
"8001",79,1,0.778226858005,1,13,4,5,2,19,-0.4228538190184,0.0155708239983765,-0.77971169826795
"826",81,1,0.868302879622,1,13,3,8,4,19,0.578642068130442,-0.68511625592857,0.32829966242861
"840",82,1,0.935072355787,1,12,3,7,2,19,0.244810105747495,-0.68511625592857,-0.77971169826795
"8532",83,1,0,0,0,6,7,4,19,0.244810105747495,1.41694498385227,0.32829966242861
"869",84,1,0,0,0,5,0,6,19,-2.09201363093314,0.716257903925323,1.43631102312517
"8911",86,1,0,0,0,6,1,3,19,-1.75818166855019,1.41694498385227,-0.22570601791967
"907",87,8,0.0356419718591,1,3,3,9,1,19,0.91247403051339,-0.68511625592857,-1.33371737861623
"911",88,1,0.454532080446,1,2,5,9,3,19,0.91247403051339,0.716257903925323,-0.22570601791967
"9141",89,1,0.819147200556,1,12,4,8,2,19,0.578642068130442,0.0155708239983765,-0.77971169826795
"9451",92,1,0.716421043617,1,2,3,8,1,19,0.578642068130442,-0.68511625592857,-1.33371737861623
"948",93,1,0.0715337994043,1,9,4,8,6,19,0.578642068130442,0.0155708239983765,1.43631102312517
"9581",94,1,0,0,0,6,4,3,19,-0.756685781401348,1.41694498385227,-0.22570601791967
"9852",96,1,0.368785865605,1,8,4,7,2,19,0.244810105747495,0.0155708239983765,-0.77971169826795
"9941",97,1,0.081396269612,1,5,1,10,1,19,1.24630599289634,-2.08649041578246,-1.33371737861623
"1005",99,1,0.50149913365,1,3,4,4,3,19,-0.756685781401348,0.0155708239983765,-0.22570601791967
"10092",100,1,0.279967996641,1,12,6,4,6,19,-0.756685781401348,1.41694498385227,1.43631102312517
"1022",101,1,0,0,0,2,10,6,19,1.24630599289634,-1.38580333585552,1.43631102312517
"10382",102,1,0.43490442005,1,13,2,10,2,19,1.24630599289634,-1.38580333585552,-0.77971169826795
"10682",105,8,0.451535861124,1,8,4,8,3,19,0.578642068130442,0.0155708239983765,-0.22570601791967
"1084",107,1,0.0171642616624,1,14,2,9,2,19,0.91247403051339,-1.38580333585552,-0.77971169826795
"11084",109,1,0,0,0,6,1,5,19,-1.75818166855019,1.41694498385227,0.882305342776891
"11243",110,1,0,0,0,6,6,4,19,-0.0890218566354527,1.41694498385227,0.32829966242861
"1140",111,1,0,0,0,5,2,3,19,-1.42434970616724,0.716257903925323,-0.22570601791967
"11561",112,1,0.800908423145,1,10,5,8,2,19,0.578642068130442,0.716257903925323,-0.77971169826795
"1167",113,1,0.512355906307,1,15,3,10,1,19,1.24630599289634,-0.68511625592857,-1.33371737861623
"11832",114,1,0.795842361636,1,15,3,9,1,19,0.91247403051339,-0.68511625592857,-1.33371737861623
"11991",115,10,0.159615754848,1,5,4,5,2,19,-0.4228538190184,0.0155708239983765,-0.77971169826795
"1205",116,1,0.330175322131,1,13,2,9,1,19,0.91247403051339,-1.38580333585552,-1.33371737861623
"1219",117,1,0.396395935095,1,11,3,8,2,19,0.578642068130442,-0.68511625592857,-0.77971169826795
"1231",118,1,0.896362825879,1,15,3,6,5,19,-0.0890218566354527,-0.68511625592857,0.882305342776891
"12471",119,1,0,0,0,6,3,3,19,-1.0905177437843,1.41694498385227,-0.22570601791967
"1263",120,1,0.279433128075,1,8,3,9,3,19,0.91247403051339,-0.68511625592857,-0.22570601791967
"12851",122,1,0,0,0,6,0,6,19,-2.09201363093314,1.41694498385227,1.43631102312517
"13011",123,1,0.229892766918,1,14,5,8,2,19,0.578642068130442,0.716257903925323,-0.77971169826795
"1326",125,1,0.726879822207,1,14,1,10,1,19,1.24630599289634,-2.08649041578246,-1.33371737861623
"1341",126,1,0,0,0,6,6,6,19,-0.0890218566354527,1.41694498385227,1.43631102312517
"13751",129,8,0.507742793532,1,8,1,10,1,19,1.24630599289634,-2.08649041578246,-1.33371737861623
"1384",130,1,0.509087303304,1,9,3,8,4,19,0.578642068130442,-0.68511625592857,0.32829966242861
"1394",131,1,0.129152143025,1,15,3,8,3,19,0.578642068130442,-0.68511625592857,-0.22570601791967
"1410",132,1,0.296190179768,1,5,4,8,2,19,0.578642068130442,0.0155708239983765,-0.77971169826795
"1416",133,1,0.825238967082,1,13,4,8,4,19,0.578642068130442,0.0155708239983765,0.32829966242861
"1430",134,1,0.512602007366,1,8,3,9,1,19,0.91247403051339,-0.68511625592857,-1.33371737861623
"681",1,1,0,0,0,5,2,4,20,-1.69385268905326,1.19587335454599,0.356249071393998
"84",2,1,0.760405872017,1,11,3,8,1,20,0.369336300620635,-0.443140887725164,-1.28330631399883
"102",4,1,0.649296240066,1,3,1,9,1,20,0.71320113223295,-2.08215512999632,-1.28330631399883
"1061",5,1,0,0,0,5,2,1,20,-1.69385268905326,1.19587335454599,-1.28330631399883
"1221",6,1,0.0184534755535,1,3,2,10,1,20,1.05706596384527,-1.26264800886074,-1.28330631399883
"133",8,1,0.301990789478,1,8,2,9,1,20,0.71320113223295,-1.26264800886074,-1.28330631399883
"142",9,1,0.584819837706,1,13,4,6,4,20,-0.318393362603996,0.376366233410413,0.356249071393998
"156",10,1,0.866527266335,1,10,3,8,6,20,0.369336300620635,-0.443140887725164,1.44928599498922
"167",11,7,0.69040363282,1,6,2,9,1,20,0.71320113223295,-1.26264800886074,-1.28330631399883
"1743",12,1,0.179202455445,1,9,3,7,5,20,0.0254714690083198,-0.443140887725164,0.902767533191608
"214",16,1,0,0,0,6,1,6,20,-2.03771752066557,2.01538047568157,1.44928599498922
"2391",18,1,0.367609632667,1,7,5,8,1,20,0.369336300620635,1.19587335454599,-1.28330631399883
"2471",19,1,0,0,0,5,1,6,20,-2.03771752066557,1.19587335454599,1.44928599498922
"2631",20,1,0,0,0,6,2,5,20,-1.69385268905326,2.01538047568157,0.902767533191608
"2791",21,1,0.284705013386,1,6,3,8,3,20,0.369336300620635,-0.443140887725164,-0.190269390403612
"2921",23,1,0.419087057584,1,10,3,8,2,20,0.369336300620635,-0.443140887725164,-0.736787852201222
"3031",24,9,0.865639118361,1,5,2,9,1,20,0.71320113223295,-1.26264800886074,-1.28330631399883
"309",25,1,0.670596090029,1,9,4,10,6,20,1.05706596384527,0.376366233410413,1.44928599498922
"319",26,1,0.334516051575,1,11,4,8,3,20,0.369336300620635,0.376366233410413,-0.190269390403612
"3312",27,1,0.916263211286,1,10,3,8,1,20,0.369336300620635,-0.443140887725164,-1.28330631399883
"3421",28,1,0.735327809118,1,9,4,9,1,20,0.71320113223295,0.376366233410413,-1.28330631399883
"3621",30,1,0.883930802345,1,10,5,6,3,20,-0.318393362603996,1.19587335454599,-0.190269390403612
"3842",33,1,0.533696033526,1,3,4,9,1,20,0.71320113223295,0.376366233410413,-1.28330631399883
"3881",34,1,0.498997505521,1,14,5,6,5,20,-0.318393362603996,1.19587335454599,0.902767533191608
"4031",35,1,0.150382019579,1,5,1,10,1,20,1.05706596384527,-2.08215512999632,-1.28330631399883
"409",36,1,0.835603196523,1,9,4,7,5,20,0.0254714690083198,0.376366233410413,0.902767533191608
"4192",37,1,0.0858236975037,1,15,4,10,1,20,1.05706596384527,0.376366233410413,-1.28330631399883
"4351",38,1,0.332042412716,1,12,4,7,6,20,0.0254714690083198,0.376366233410413,1.44928599498922
"448",39,1,0.171207758365,1,6,4,8,4,20,0.369336300620635,0.376366233410413,0.356249071393998
"4551",40,10,0.934719076264,1,5,2,10,1,20,1.05706596384527,-1.26264800886074,-1.28330631399883
"4811",43,1,0.217433436657,1,12,4,8,4,20,0.369336300620635,0.376366233410413,0.356249071393998
"4942",44,1,0.851225316525,1,5,2,10,1,20,1.05706596384527,-1.26264800886074,-1.28330631399883
"5002",45,1,0.384217180428,1,14,4,10,1,20,1.05706596384527,0.376366233410413,-1.28330631399883
"515",46,1,0.137728471193,1,12,5,7,5,20,0.0254714690083198,1.19587335454599,0.902767533191608
"528",47,1,0.892842660658,1,6,2,10,5,20,1.05706596384527,-1.26264800886074,0.902767533191608
"5351",48,1,0.299152265885,1,12,4,8,5,20,0.369336300620635,0.376366233410413,0.902767533191608
"5592",50,7,0.885648730327,1,6,4,8,5,20,0.369336300620635,0.376366233410413,0.902767533191608
"5661",51,1,0.607606874662,1,6,4,10,6,20,1.05706596384527,0.376366233410413,1.44928599498922
"586",54,1,0,0,0,5,2,6,20,-1.69385268905326,1.19587335454599,1.44928599498922
"6021",55,1,0.784855199861,1,4,3,8,2,20,0.369336300620635,-0.443140887725164,-0.736787852201222
"6072",56,1,0.92963936145,1,1,2,10,1,20,1.05706596384527,-1.26264800886074,-1.28330631399883
"609",57,1,0.717862491962,1,4,4,8,5,20,0.369336300620635,0.376366233410413,0.902767533191608
"6331",60,1,0,0,0,5,1,5,20,-2.03771752066557,1.19587335454599,0.902767533191608
"6542",62,1,0.201659764862,1,2,1,10,1,20,1.05706596384527,-2.08215512999632,-1.28330631399883
"6651",64,1,0.600615013507,1,13,4,2,5,20,-1.69385268905326,0.376366233410413,0.902767533191608
"679",65,1,0.13848691259,1,10,3,9,4,20,0.71320113223295,-0.443140887725164,0.356249071393998
"6904",66,10,0.378984889947,1,8,3,9,5,20,0.71320113223295,-0.443140887725164,0.902767533191608
"699",67,1,0.782647459186,1,8,3,8,1,20,0.369336300620635,-0.443140887725164,-1.28330631399883
"708",68,1,0.508398493752,1,9,2,9,5,20,0.71320113223295,-1.26264800886074,0.902767533191608
"7181",69,1,0.578340317006,1,9,5,2,6,20,-1.69385268905326,1.19587335454599,1.44928599498922
"734",71,1,0.474793596077,1,9,4,10,2,20,1.05706596384527,0.376366233410413,-0.736787852201222
"7441",72,1,0.0420958927134,1,6,2,10,1,20,1.05706596384527,-1.26264800886074,-1.28330631399883
"7512",73,7,0.5702128415,1,2,3,9,6,20,0.71320113223295,-0.443140887725164,1.44928599498922
"7591",75,1,0.602963724523,1,13,5,10,1,20,1.05706596384527,1.19587335454599,-1.28330631399883
"7731",76,1,0.550695772748,1,15,5,10,1,20,1.05706596384527,1.19587335454599,-1.28330631399883
"7891",77,1,0.366305741365,1,11,3,10,1,20,1.05706596384527,-0.443140887725164,-1.28330631399883
"801",78,1,0.151234327699,1,10,2,10,1,20,1.05706596384527,-1.26264800886074,-1.28330631399883
"8202",80,1,0.0683491643285,1,14,4,8,5,20,0.369336300620635,0.376366233410413,0.902767533191608
"8352",81,1,0.446346919751,1,13,5,8,4,20,0.369336300620635,1.19587335454599,0.356249071393998
"849",82,1,0.0634681051597,1,12,2,10,2,20,1.05706596384527,-1.26264800886074,-0.736787852201222
"862",83,1,0.580429615104,1,6,4,3,5,20,-1.34998785744094,0.376366233410413,0.902767533191608
"8691",84,1,0.119855602505,1,11,3,9,2,20,0.71320113223295,-0.443140887725164,-0.736787852201222
"8861",86,1,0.0840296522947,1,4,2,10,2,20,1.05706596384527,-1.26264800886074,-0.736787852201222
"8912",87,1,0.450103970012,1,12,2,3,4,20,-1.34998785744094,-1.26264800886074,0.356249071393998
"9041",88,1,0.282393507543,1,14,4,10,1,20,1.05706596384527,0.376366233410413,-1.28330631399883
"9192",89,1,0.784828917123,1,11,3,9,1,20,0.71320113223295,-0.443140887725164,-1.28330631399883
"9311",90,1,0.952459507738,1,7,2,9,5,20,0.71320113223295,-1.26264800886074,0.902767533191608
"939",91,1,0.297010402428,1,12,5,3,6,20,-1.34998785744094,1.19587335454599,1.44928599498922
"952",92,1,0.752159271389,1,7,3,9,4,20,0.71320113223295,-0.443140887725164,0.356249071393998
"974",95,1,0.455131460913,1,12,5,3,6,20,-1.34998785744094,1.19587335454599,1.44928599498922
"9871",96,1,0.289442371461,1,11,5,7,5,20,0.0254714690083198,1.19587335454599,0.902767533191608
"9991",97,1,0.829888602602,1,14,4,3,2,20,-1.34998785744094,0.376366233410413,-0.736787852201222
"1014",98,10,0.43597415695,1,10,3,9,2,20,0.71320113223295,-0.443140887725164,-0.736787852201222
"10251",99,1,0,0,0,5,2,5,20,-1.69385268905326,1.19587335454599,0.902767533191608
"10411",100,1,0.7993993907,1,11,3,7,5,20,0.0254714690083198,-0.443140887725164,0.902767533191608
"10531",101,1,0.283958518528,1,8,2,7,5,20,0.0254714690083198,-1.26264800886074,0.902767533191608
"10621",102,1,0.609951489721,1,8,3,6,5,20,-0.318393362603996,-0.443140887725164,0.902767533191608
"10922",105,1,0.386032388429,1,5,2,9,2,20,0.71320113223295,-1.26264800886074,-0.736787852201222
"1098",106,1,0.0519075042102,1,5,2,9,5,20,0.71320113223295,-1.26264800886074,0.902767533191608
"11132",108,1,0.322886160109,1,11,2,10,2,20,1.05706596384527,-1.26264800886074,-0.736787852201222
"11362",110,1,0.314370247768,1,7,3,8,5,20,0.369336300620635,-0.443140887725164,0.902767533191608
"11441",111,1,0.800431922427,1,5,4,9,1,20,0.71320113223295,0.376366233410413,-1.28330631399883
"11501",112,6,0.494942471851,1,6,2,8,1,20,0.369336300620635,-1.26264800886074,-1.28330631399883
"1157",113,1,0.250426324666,1,10,5,9,1,20,0.71320113223295,1.19587335454599,-1.28330631399883
"1168",114,1,0.628196069738,1,7,3,8,6,20,0.369336300620635,-0.443140887725164,1.44928599498922
"11761",115,1,0.262226199964,1,14,4,9,2,20,0.71320113223295,0.376366233410413,-0.736787852201222
"1191",116,1,0.513906581327,1,7,2,9,5,20,0.71320113223295,-1.26264800886074,0.902767533191608
"11992",117,1,0.0619201608934,1,14,4,8,2,20,0.369336300620635,0.376366233410413,-0.736787852201222
"1214",118,10,0.898144583101,1,8,3,9,1,20,0.71320113223295,-0.443140887725164,-1.28330631399883
"12231",119,1,0.304328919272,1,2,2,9,2,20,0.71320113223295,-1.26264800886074,-0.736787852201222
"1226",120,1,0.410696414532,1,9,3,10,1,20,1.05706596384527,-0.443140887725164,-1.28330631399883
"12363",121,1,0.710625553736,1,6,4,8,2,20,0.369336300620635,0.376366233410413,-0.736787852201222
"12492",123,1,0.112033619895,1,13,4,9,2,20,0.71320113223295,0.376366233410413,-0.736787852201222
"12631",124,8,0.296488504624,1,2,1,10,1,20,1.05706596384527,-2.08215512999632,-1.28330631399883
"1266",125,1,0.309603876434,1,10,5,2,4,20,-1.69385268905326,1.19587335454599,0.356249071393998
"1277",126,1,0.749767893692,1,2,2,8,2,20,0.369336300620635,-1.26264800886074,-0.736787852201222
"1295",129,1,0.580910894438,1,2,1,10,2,20,1.05706596384527,-2.08215512999632,-0.736787852201222
"12981",130,1,0.757191882236,1,11,4,10,1,20,1.05706596384527,0.376366233410413,-1.28330631399883
"1310",131,1,0.0277053014142,1,12,5,8,1,20,0.369336300620635,1.19587335454599,-1.28330631399883
"13231",132,9,0.264599486953,1,6,2,7,3,20,0.0254714690083198,-1.26264800886074,-0.190269390403612
"1330",133,1,0.186751030502,1,12,4,8,4,20,0.369336300620635,0.376366233410413,0.356249071393998
"69",0,1,0,0,0,6,0,4,21,-3.53565855087854,4.03358574144397,1.51448945916298
"85",1,1,0.365711822291,1,8,3,5,4,21,-1.1912877042744,1.22187795265773,1.51448945916298
"1072",3,1,0.925411613192,1,13,3,6,1,21,-0.722413534953572,1.22187795265773,-0.645257832953241
"1343",6,1,0.547830966534,1,6,4,6,1,21,-0.722413534953572,2.15911388225314,-0.645257832953241
"141",7,1,0.804840235738,1,7,3,7,1,21,-0.253539365632744,1.22187795265773,-0.645257832953241
"149",8,5,0.381371830241,1,4,5,8,6,21,0.215334803688084,3.09634981184855,2.95432098724046
"1543",9,1,0.356515633757,1,10,2,9,1,21,0.684208973008912,0.284642023062311,-0.645257832953241
"165",10,1,0.360981290811,1,5,2,7,5,21,-0.253539365632744,0.284642023062311,2.23440522320172
"178",12,1,0.0529939666158,1,9,3,4,4,21,-1.66016187359523,1.22187795265773,1.51448945916298
"1882",13,1,0,0,0,6,2,3,21,-2.59791021223688,4.03358574144397,0.794573695124239
"2044",14,1,0.553110702429,1,4,2,7,1,21,-0.253539365632744,0.284642023062311,-0.645257832953241
"2092",15,1,0.099503633799,1,10,1,7,3,21,-0.253539365632744,-0.652593906533103,0.794573695124239
"2201",16,1,0.747881347314,1,15,1,9,1,21,0.684208973008912,-0.652593906533103,-0.645257832953241
"2362",17,1,0.531615268788,1,9,2,9,1,21,0.684208973008912,0.284642023062311,-0.645257832953241
"246",18,1,0,0,0,3,7,5,21,-0.253539365632744,1.22187795265773,2.23440522320172
"2731",20,1,0.236049728119,1,15,3,7,4,21,-0.253539365632744,1.22187795265773,1.51448945916298
"289",21,1,0.667301204405,1,12,2,8,1,21,0.215334803688084,0.284642023062311,-0.645257832953241
"3022",22,1,0.869685960235,1,13,1,8,6,21,0.215334803688084,-0.652593906533103,2.95432098724046
"316",23,1,0.184005349409,1,13,1,9,1,21,0.684208973008912,-0.652593906533103,-0.645257832953241
"3301",24,1,0.602490295889,1,10,2,6,1,21,-0.722413534953572,0.284642023062311,-0.645257832953241
"341",25,1,0.748115501483,1,7,2,7,3,21,-0.253539365632744,0.284642023062311,0.794573695124239
"3491",26,1,0.669776208466,1,15,1,9,1,21,0.684208973008912,-0.652593906533103,-0.645257832953241
"365",27,1,0,0,0,4,2,5,21,-2.59791021223688,2.15911388225314,2.23440522320172
"3882",29,1,0,0,0,3,6,5,21,-0.722413534953572,1.22187795265773,2.23440522320172
"404",30,1,0,0,0,3,3,4,21,-2.12903604291606,1.22187795265773,1.51448945916298
"420",31,1,0,0,0,3,6,2,21,-0.722413534953572,1.22187795265773,0.0746579310854989
"4481",33,1,0.918642983655,1,14,1,9,1,21,0.684208973008912,-0.652593906533103,-0.645257832953241
"4631",34,1,0,0,0,3,6,1,21,-0.722413534953572,1.22187795265773,-0.645257832953241
"4791",35,1,0.384534278652,1,14,1,9,1,21,0.684208973008912,-0.652593906533103,-0.645257832953241
"4943",36,1,0.0715675913962,1,12,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"5262",39,1,0,0,0,5,3,5,21,-2.12903604291606,3.09634981184855,2.23440522320172
"542",40,1,0.832990976633,1,11,1,7,1,21,-0.253539365632744,-0.652593906533103,-0.645257832953241
"554",41,1,0,0,0,3,7,4,21,-0.253539365632744,1.22187795265773,1.51448945916298
"5701",42,1,0.567587992176,1,5,2,7,1,21,-0.253539365632744,0.284642023062311,-0.645257832953241
"5861",44,1,0.658063714625,1,8,3,7,1,21,-0.253539365632744,1.22187795265773,-0.645257832953241
"5951",45,1,0.274666074081,1,10,2,7,4,21,-0.253539365632744,0.284642023062311,1.51448945916298
"6062",46,1,0.499494144809,1,10,2,6,1,21,-0.722413534953572,0.284642023062311,-0.645257832953241
"617",47,1,0.483914691373,1,10,2,8,1,21,0.215334803688084,0.284642023062311,-0.645257832953241
"628",48,1,0.784153419547,1,5,2,7,4,21,-0.253539365632744,0.284642023062311,1.51448945916298
"634",49,1,0.700516641373,1,12,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"6521",51,1,0.706073198118,1,5,1,7,1,21,-0.253539365632744,-0.652593906533103,-0.645257832953241
"658",52,1,0.951418101322,1,13,2,6,1,21,-0.722413534953572,0.284642023062311,-0.645257832953241
"7182",57,1,0.0511965079932,1,15,3,6,4,21,-0.722413534953572,1.22187795265773,1.51448945916298
"7341",58,1,0,0,0,4,4,4,21,-1.66016187359523,2.15911388225314,1.51448945916298
"761",60,3,0.5096020333,1,3,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"7933",64,1,0,0,0,3,7,2,21,-0.253539365632744,1.22187795265773,0.0746579310854989
"8152",66,1,0.640066259541,1,4,1,8,4,21,0.215334803688084,-0.652593906533103,1.51448945916298
"8203",67,1,0.261040068464,1,14,3,7,3,21,-0.253539365632744,1.22187795265773,0.794573695124239
"8491",70,1,0.480180169106,1,9,2,6,1,21,-0.722413534953572,0.284642023062311,-0.645257832953241
"8591",71,1,0.877644475899,1,15,2,8,1,21,0.215334803688084,0.284642023062311,-0.645257832953241
"875",72,1,0.343962095678,1,13,2,8,1,21,0.215334803688084,0.284642023062311,-0.645257832953241
"889",73,1,0.245770545094,1,9,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"8992",74,1,0.291794837103,1,15,1,7,1,21,-0.253539365632744,-0.652593906533103,-0.645257832953241
"915",75,1,0.776495276601,1,10,1,7,1,21,-0.253539365632744,-0.652593906533103,-0.645257832953241
"9261",76,1,0.194336128188,1,14,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"9413",77,1,0.330142895575,1,8,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"956",79,1,0.511570840841,1,13,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"9701",80,1,0,0,0,1,4,2,21,-1.66016187359523,-0.652593906533103,0.0746579310854989
"986",81,1,0,0,0,3,4,4,21,-1.66016187359523,1.22187795265773,1.51448945916298
"1002",82,1,0.493409546092,1,11,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"10141",83,1,0,0,0,3,6,2,21,-0.722413534953572,1.22187795265773,0.0746579310854989
"1030",84,1,0.762266477104,1,10,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"1073",88,1,0.144324727589,1,12,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"10862",89,1,0.375407039421,1,3,1,8,2,21,0.215334803688084,-0.652593906533103,0.0746579310854989
"1090",90,1,0.793012029957,1,15,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"1106",91,1,0.764011029038,1,15,1,9,4,21,0.684208973008912,-0.652593906533103,1.51448945916298
"11223",92,1,0,0,0,2,6,1,21,-0.722413534953572,0.284642023062311,-0.645257832953241
"1151",94,1,0,0,0,3,3,3,21,-2.12903604291606,1.22187795265773,0.794573695124239
"11671",95,1,0.39529650216,1,4,1,7,1,21,-0.253539365632744,-0.652593906533103,-0.645257832953241
"11721",96,1,0.370001010364,1,13,1,7,4,21,-0.253539365632744,-0.652593906533103,1.51448945916298
"1186",97,1,0.347934526857,1,3,2,6,1,21,-0.722413534953572,0.284642023062311,-0.645257832953241
"1190",98,1,0.358154713875,1,14,1,8,3,21,0.215334803688084,-0.652593906533103,0.794573695124239
"1258",104,1,0,0,0,3,6,4,21,-0.722413534953572,1.22187795265773,1.51448945916298
"1274",105,1,0,0,0,1,6,1,21,-0.722413534953572,-0.652593906533103,-0.645257832953241
"1306",108,1,0.178765890771,1,14,1,7,1,21,-0.253539365632744,-0.652593906533103,-0.645257832953241
"13261",110,1,0.214047073852,1,13,2,7,1,21,-0.253539365632744,0.284642023062311,-0.645257832953241
"1340",111,1,0.814426226309,1,13,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"13542",112,1,0,0,0,2,4,3,21,-1.66016187359523,0.284642023062311,0.794573695124239
"13702",113,1,0,0,0,3,4,3,21,-1.66016187359523,1.22187795265773,0.794573695124239
"13861",114,1,0.913510020822,1,9,1,8,4,21,0.215334803688084,-0.652593906533103,1.51448945916298
"1396",115,1,0.0456440472044,1,13,2,6,2,21,-0.722413534953572,0.284642023062311,0.0746579310854989
"14101",116,1,0.312715125037,1,8,1,6,2,21,-0.722413534953572,-0.652593906533103,0.0746579310854989
"14361",119,1,0.629584270297,1,8,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"14451",120,1,0,0,0,1,3,2,21,-2.12903604291606,-0.652593906533103,0.0746579310854989
"14611",121,10,0.630427703727,1,7,2,6,4,21,-0.722413534953572,0.284642023062311,1.51448945916298
"14761",123,1,0.578057010775,1,14,1,8,1,21,0.215334803688084,-0.652593906533103,-0.645257832953241
"1504",125,1,0,0,0,3,2,2,21,-2.59791021223688,1.22187795265773,0.0746579310854989
"1520",126,1,0.529422888067,1,3,1,7,1,21,-0.253539365632744,-0.652593906533103,-0.645257832953241
"1524",127,1,0.264229482156,1,10,1,6,1,21,-0.722413534953572,-0.652593906533103,-0.645257832953241
"1535",128,1,0.0800582451047,1,12,1,7,1,21,-0.253539365632744,-0.652593906533103,-0.645257832953241
"1554",130,1,0,0,0,1,7,1,21,-0.253539365632744,-0.652593906533103,-0.645257832953241
"1570",131,1,0.496186288539,1,7,1,7,2,21,-0.253539365632744,-0.652593906533103,0.0746579310854989
"1578",132,7,0.347091434873,1,5,2,7,1,21,-0.253539365632744,0.284642023062311,-0.645257832953241
"1591",134,1,0,0,0,2,6,6,21,-0.722413534953572,0.284642023062311,2.95432098724046
"45",0,10,0.170072826557,1,8,5,1,2,22,-1.13407631226208,0.741404844919374,-0.538966976573126
"54",1,1,0.787428166484,1,8,5,2,3,22,-0.830907397102914,0.741404844919374,0.0525821440559148
"632",2,8,0.402763157384,1,6,3,8,3,22,0.988106093852114,-0.658450456676647,0.0525821440559148
"70",3,1,0.78104968043,1,3,2,8,5,22,0.988106093852114,-1.35837810747466,1.235680385314
